window,sigma,seed,terms,n_terms,coef,coef_rel_error,kept_true_term,right_term_set,recovered
21,1e-07,3,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3215154345279785,0.008863424104016082,True,False,False
21,1e-07,4,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3215150434797378,0.00886371739019659,True,False,False
21,2e-07,0,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3215053846070817,0.008870961544688694,True,False,False
21,2e-07,1,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.321517650512304,0.008861762115771887,True,False,False
21,2e-07,2,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3215098913935452,0.008867581454841011,True,False,False
21,2e-07,3,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3215066294232973,0.008870027932526947,True,False,False
21,2e-07,4,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3215056436349453,0.008870767273790992,True,False,False
21,5e-07,0,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3214457978803908,0.008915651589706808,True,False,False
21,5e-07,1,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3214764457308734,0.008892665701844882,True,False,False
21,5e-07,2,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.321457994452419,0.008906504160685724,True,False,False
21,5e-07,3,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3214499710337337,0.00891252172469964,True,False,False
21,5e-07,4,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.321445979191525,0.008915515606356228,True,False,False
21,1e-06,0,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3212428835880379,0.009067837308971538,True,False,False
21,1e-06,1,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3213041082264394,0.009021918830170395,True,False,False
21,1e-06,2,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3212703689882315,0.009047223258826342,True,False,False
21,1e-06,3,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.321254763929565,0.009058927052826127,True,False,False
21,1e-06,4,u^2|u^3|u_x|u_xx|u*u_x|u^2*u_x,6,1.3212416925487587,0.00906873058843094,True,False,False
21,1e-05,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.358935037884318,0.019201278413238487,True,False,False
21,1e-05,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.3590747655242588,0.01930607414319413,True,False,False
21,1e-05,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.358906442512056,0.019179831884042098,True,False,False
21,1e-05,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.360145866805641,0.02010940010423079,True,False,False
21,1e-05,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,1.356962524079096,0.01772189305932198,True,False,False
21,0.0001,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.5121925935956378,0.6158555548032716,True,False,False
21,0.0001,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.5077510231752183,0.6191867326185863,True,False,False
21,0.0001,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.5167425222346842,0.6124431083239869,True,False,False
21,0.0001,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.5276197023086342,0.6042852232685243,True,False,False
21,0.0001,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.49358065939118423,0.6298145054566118,True,False,False
21,0.001,0,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.00794865570569659,0.9940385082207275,True,False,False
21,0.001,1,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.007913663808001818,0.9940647521439987,True,False,False
21,0.001,2,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.008174000462350948,0.9938694996532368,True,False,False
21,0.001,3,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.008330309007364416,0.9937522682444767,True,False,False
21,0.001,4,1|u|u^2|u^3|u_x|u_xx|u*u_x|u*u_xx|u^2*u_x|(u_x)^2,10,0.007924946649050982,0.9940562900132117,True,False,False
