seed,feature,spearman
0,degree,0.928203590021328
0,log_degree,0.928203590021328
0,dist_to_seed,-0.3883334773550907
0,clustering,0.3373791334875135
0,pagerank,0.8957906836201465
1,degree,0.9585533603917294
1,log_degree,0.9585533603917294
1,dist_to_seed,-0.3733964176877791
1,clustering,0.3306072924755541
1,pagerank,0.9298465710482088
2,degree,0.9488520146613073
2,log_degree,0.9488520146613073
2,dist_to_seed,-0.38343462864728334
2,clustering,0.3295243727994345
2,pagerank,0.9254025410951374
