label,total_return,cagr,sharpe,max_drawdown,n_bars,n_trades,exposure,hit_rate,total_cost_drag
buy_and_hold,8.907474385440985,0.4326957947260517,0.8619779554688994,-0.8318705353076482,2328,1,1.0,,0.0015
buy_and_hold,0.4908494069467879,0.16433681902215191,0.5573422423453512,-0.5297176591351065,958,1,1.0,,0.0015
