label,total_return,cagr,sharpe,max_drawdown,n_bars,n_trades,exposure,hit_rate,total_cost_drag
buy_and_hold,8.927306140055784,0.4345805383028485,0.8517429463868134,-0.8390598442375524,55717,1,1.0,,0.0015
buy_and_hold,0.49173632224109287,0.16475519077117506,0.5585626013048295,-0.5374206479139347,22972,1,1.0,,0.0015
