fast,slow,dev_return,holdout_return,dev_excess,holdout_excess,dev_trades,dev_exposure
8,120,2.5084033805135304,-0.03905235321268008,-0.6458831742558807,-0.35543614109535715,23.0,0.4789518900343643
8,125,2.2148093581805464,-0.02988122348234068,-0.6755167630910353,-0.3492845273323537,19.0,0.4729381443298969
8,130,2.9773044064146275,0.04269370198713962,-0.5985551663641675,-0.3006042748995399,19.0,0.468213058419244
8,135,1.5056245148870238,0.0003788756484961464,-0.7470975530788114,-0.32898730684191624,23.0,0.4690721649484536
8,140,1.4597561749726564,0.06599512639979332,-0.7517272233792234,-0.2849746450361359,23.0,0.4652061855670103
8,145,1.0092599981603168,-0.01009640373362386,-0.7971975581271327,-0.336013690146165,23.0,0.46262886597938147
8,150,1.503927273245555,0.012049987793940398,-0.7472688622919812,-0.3211588084764466,21.0,0.46091065292096217
8,155,2.3901017671918354,0.006395650859762458,-0.6578238171199733,-0.3249515033709349,17.0,0.4583333333333333
8,160,3.2668411524751795,0.028157643027458823,-0.5693310942347432,-0.3103544608619505,17.0,0.45618556701030927
8,165,2.589128290752475,-0.045821367512935085,-0.637735294473565,-0.35997651537374764,19.0,0.4531786941580756
8,170,3.024984587508845,-0.05764564592635024,-0.5937426198725729,-0.3679077513244202,21.0,0.45017182130584193
8,175,3.5233215020856736,-0.07418723973636143,-0.5434435330226353,-0.37900316695321123,19.0,0.44630584192439865
8,180,5.57840351346494,-0.04441652808804741,-0.33601609678326383,-0.3590342073053796,19.0,0.44673539518900346
8,185,5.000525267720247,-0.0919309443280164,-0.3943436001673637,-0.39090490867774497,17.0,0.44630584192439865
8,190,5.333374195451689,0.01853741794462227,-0.3607478607506096,-0.3168073091764818,21.0,0.44458762886597936
8,195,5.271098835430879,0.020145975418638162,-0.3670335555299292,-0.31572835548302314,19.0,0.4480240549828179
8,200,4.587483256643185,0.003604782052336386,-0.4360335400055153,-0.32682350251076864,17.0,0.44716494845360827
9,10,5.388522381968662,0.0509864368857873,-0.3551815393682386,-0.29504185198814004,444.0,0.5481099656357389
9,15,4.243266414743785,0.7892023380465132,-0.470776687300978,0.20012278215996515,173.0,0.5403780068728522
9,20,8.028542842541743,0.5856910171620608,-0.08871398589642887,0.0636158218082572,121.0,0.5442439862542955
9,25,16.57021096118616,0.17188456007434616,0.7734298649316269,-0.21394840108342772,91.0,0.5412371134020618
9,30,22.916964400937754,0.12042354384596865,1.4140324234482695,-0.2484663181772595,81.0,0.5231958762886598
9,35,29.0954943945603,0.693202438653769,2.0376555339659093,0.13573002797203615,73.0,0.5154639175257731
9,40,31.874544291776232,0.45525375218231123,2.318155870287721,-0.023876090099117064,61.0,0.5103092783505154
9,45,42.790402442632654,0.20609702486397818,3.4199359734891237,-0.19100009749876312,59.0,0.5034364261168385
9,50,17.659385416294807,0.07963183536163454,0.8833644872920126,-0.27582770578237936,55.0,0.4991408934707904
9,55,10.911095429819982,0.017030477414375467,0.2022332802922322,-0.3178181024351604,57.0,0.4952749140893471
9,60,10.300781643174087,-0.08062746782824615,0.14063193136088903,-0.3833230050682319,51.0,0.4888316151202749
9,65,16.07971127111755,-0.05804198649749748,0.7239218196936399,-0.3681736001548255,47.0,0.4849656357388316
9,70,20.636949297883724,-0.005273467678270638,1.1839016136826133,-0.3327786645071701,43.0,0.484106529209622
9,75,16.911128225524074,-0.0706114468434963,0.8078399730050723,-0.3766046732648458,43.0,0.4896907216494845
9,80,9.564750044434865,-0.16474463518233085,0.06634139372186976,-0.43974531503604675,45.0,0.49140893470790376
9,85,11.86627760321694,-0.17645731377686802,0.29864353948004263,-0.4476016944530158,39.0,0.49054982817869414
9,90,14.631050091813856,-0.09702163547161968,0.5777028013096512,-0.3943195333339192,33.0,0.4892611683848797
9,95,7.82420633127351,-0.08740243854780572,-0.10933846629564192,-0.3878673746658524,31.0,0.49312714776632305
9,100,8.125414225900013,-0.09917990374212682,-0.07893637965798916,-0.39576721024913974,31.0,0.4957044673539519
9,105,8.123521759993945,0.03809765748608074,-0.0791273936169904,-0.30368711108651025,25.0,0.49312714776632305
9,110,4.269268758178892,0.053497430199573426,-0.46815216944471005,-0.29335758173114035,27.0,0.4901202749140893
9,115,2.9377221619377347,-0.03828814965674454,-0.602550356554622,-0.35492354501933854,23.0,0.484106529209622
9,120,2.6362993862176114,-0.06415045277017584,-0.632974131978464,-0.37227090619003955,23.0,0.4789518900343643
9,125,2.209272125897776,-0.020456893367178153,-0.6760756575244045,-0.34296307724406927,19.0,0.4733676975945017
9,130,2.3356720261645383,-0.011572987357353792,-0.6633176229992275,-0.33700412124997037,19.0,0.4699312714776632
9,135,1.8088234117223174,0.045207102509023045,-0.7164945068291191,-0.2989183899871055,21.0,0.46563573883161513
9,140,0.973074933108214,0.07437215033505118,-0.8008498577591435,-0.27935568453199366,23.0,0.4647766323024055
9,145,0.9929741500080418,0.01985646816590969,-0.798841352248489,-0.3159225449507048,23.0,0.46262886597938147
9,150,1.1684024738360086,0.04803316728462592,-0.7811346878653078,-0.2970227828503722,21.0,0.45962199312714774
9,155,2.9060064286375895,0.07649233002794387,-0.6057515491155385,-0.27793355585621093,17.0,0.4579037800687285
9,160,3.3322041407897576,0.038489924501653006,-0.5627337530989811,-0.3034239946283728,17.0,0.45532646048109965
9,165,2.1711960402523736,0.01520548433809199,-0.6799188252343664,-0.31904223216132843,19.0,0.4527491408934708
9,170,2.857084247163933,-0.07494364822689459,-0.6106894555456119,-0.3795105344223926,19.0,0.4480240549828179
9,175,3.882936489554168,-0.1077296954336543,-0.5071461908869899,-0.40150205620453183,19.0,0.44630584192439865
9,180,2.871664198647939,-0.03805398987525965,-0.6092178442230098,-0.35476648034171665,17.0,0.44630584192439865
9,185,4.531096121038306,-0.08244510975663222,-0.44172491334761943,-0.3845422039490286,19.0,0.44673539518900346
9,190,5.219721486299231,0.01649762458366877,-0.3722192715997227,-0.31817551803208377,19.0,0.44587628865979384
9,195,5.155833899033868,0.018151350949440426,-0.3786676947578229,-0.3170662669178761,19.0,0.44716494845360827
9,200,5.077417993752823,0.013473538719572575,-0.38658251767134744,-0.32020394950880104,17.0,0.44630584192439865
10,15,3.984642199962127,0.6415408557507536,-0.49688063717963793,0.10107757906452597,183.0,0.5451030927835051
10,20,6.380115363404159,0.5306155490830522,-0.2550961954290566,0.02667348019925364,123.0,0.5451030927835051
10,25,17.857358174583368,-0.012498255471704911,0.9033466493028961,-0.3376247527571097,95.0,0.5403780068728522
10,30,19.42947697561635,0.23792605360498165,1.0620267265729626,-0.16965050404372184,85.0,0.5283505154639175
10,35,37.05734328801886,0.5494473461410307,2.841275970790705,0.03930506925863786,71.0,0.5167525773195877
10,40,31.600284366428887,0.4242705448900512,2.2904737472079613,-0.04465834157796533,63.0,0.5124570446735395
10,45,31.268291359347643,0.1908723905526395,2.2569643991980275,-0.20121215127186576,59.0,0.5047250859106529
10,50,17.921752216739126,0.16051776476158497,0.9098461909267821,-0.22157277632870487,53.0,0.4991408934707904
10,55,14.446112651441634,0.2592022203044815,0.5590363447358158,-0.15537933312574637,53.0,0.49269759450171824
10,60,9.872573829629022,-0.00479116436542415,0.0974112479772089,-0.33245515543200854,53.0,0.4888316151202749
10,65,10.850899837383217,0.006102138951503244,0.19615750456020287,-0.3251483789955899,49.0,0.4853951890034364
10,70,18.310645014962336,-0.07035835610338548,0.9490986566000406,-0.37643491048469413,43.0,0.4849656357388316
10,75,14.265963012070895,-0.12907444386938616,0.5408531395755309,-0.41581922890908096,41.0,0.48754295532646047
10,80,10.058228869613709,-0.19367716541498248,0.11615013467647772,-0.459152057325266,41.0,0.49054982817869414
10,85,11.321883806869016,-0.20691119453190765,0.24369575206532978,-0.46802889562647854,39.0,0.4896907216494845
10,90,14.999739683339929,-0.13828317299020376,0.6149160785973382,-0.42199606278506374,29.0,0.4896907216494845
10,95,6.549293812956184,-0.21927641411028664,-0.23802035521284237,-0.47632297249350597,31.0,0.49140893470790376
10,100,7.0798597837111,-0.0974244546976154,-0.18446826412345418,-0.39458972777751544,29.0,0.4948453608247423
10,105,7.104712054369985,-0.07936577231534181,-0.18195982759442264,-0.382476712004006,25.0,0.49269759450171824
10,110,4.291473326312958,-0.060094910404728474,-0.4659109758498323,-0.3695506164367284,23.0,0.4901202749140893
10,115,2.8823008538024855,-0.05449552952778802,-0.6081442451663039,-0.3657947837880051,23.0,0.4849656357388316
10,120,3.1145852435647274,-0.1180896420283738,-0.5846988764754111,-0.40845107905448985,21.0,0.47723367697594504
10,125,1.977563903564095,-0.04467625188951063,-0.6994628713913589,-0.35920841926820635,19.0,0.4725085910652921
10,130,1.8788407638074562,-0.008145683482948085,-0.7094273826195395,-0.3347052278416651,19.0,0.4695017182130584
10,135,1.3812892203010723,0.0618462264629871,-0.7596471989066788,-0.2877575551794904,19.0,0.46606529209621994
10,140,1.136962798051218,0.03079030279089956,-0.7843080168653799,-0.3085885817924928,23.0,0.46262886597938147
10,145,1.44657671418461,0.10508315742537833,-0.7530574777180499,-0.25875601366837353,23.0,0.46219931271477666
10,150,1.4641762987082743,-0.022950016999465417,-0.7512810830649861,-0.34463536125925565,19.0,0.46091065292096217
10,155,2.9242247485029633,0.006162334173760664,-0.6039127030931712,-0.32510800253504535,17.0,0.4574742268041237
10,160,2.9149315679111445,0.09762295859572401,-0.6048507000266254,-0.2637600058857582,17.0,0.45532646048109965
10,165,2.568363637508667,0.04487930394757478,-0.6398311518470974,-0.299138263677849,19.0,0.452319587628866
10,170,2.767101501848732,-0.1310002403108994,-0.6197717647007515,-0.4171109733552604,19.0,0.45060137457044674
10,175,3.031745065421707,-0.14669416289256554,-0.5930602584906655,-0.42763780625235814,17.0,0.44544673539518903
10,180,2.758908764936759,-0.0497705918317638,-0.6205986895650754,-0.3626254913873054,17.0,0.44587628865979384
10,185,2.5782864783226955,-0.10080715398117235,-0.6388296008535757,-0.39685870227473485,17.0,0.44630584192439865
10,190,6.07841724939776,0.029204790031499117,-0.2855477618191492,-0.30965207804638184,17.0,0.44544673539518903
10,195,5.401516352069351,0.01335347760144212,-0.35387000732736007,-0.3202844815313991,19.0,0.4475945017182131
10,200,4.753506873821619,-0.007579904797501702,-0.41927612931542,-0.33432572694586027,17.0,0.44716494845360827
11,15,2.4079974767512935,0.38278039039491274,-0.656017533413022,-0.07248821782288328,199.0,0.5519759450171822
11,20,7.925406274116099,0.8178102702545742,-0.09912396167968218,0.21931179754593177,125.0,0.5420962199312714
11,25,14.4751642304364,0.0469251798266217,0.5619686338202525,-0.2977659749211752,99.0,0.5399484536082474
11,30,17.672540736873955,0.3989610809819988,0.8846923050654787,-0.0616348811198667,81.0,0.5270618556701031
11,35,40.68765550134218,0.647133527272179,3.2076975301194937,0.10482891135561179,71.0,0.5171821305841925
11,40,27.15227283498132,0.37638842195959854,1.8415186090565152,-0.0767756853602014,67.0,0.5150343642611683
11,45,31.862704393691104,0.24776625295916466,2.3169608232328907,-0.1630501061039088,55.0,0.5055841924398625
11,50,17.6498690343761,0.07428701990143582,0.8824039617788009,-0.2794127864989788,53.0,0.49699312714776633
11,55,10.244503177625148,0.3478516242991818,0.1349515265110275,-0.09591698663948967,55.0,0.49226804123711343
11,60,12.459464784624513,0.07399664372062675,0.3585162334008325,-0.2796075588076078,53.0,0.4888316151202749
11,65,10.398259133550134,0.04009178182028239,0.150470714342684,-0.30234953512148677,47.0,0.484106529209622
11,70,16.990454508960237,-0.049986199917744445,0.8158466839336145,-0.36277011235638246,43.0,0.4853951890034364
11,75,10.314584411955876,-0.22497731190327575,0.14202509860460877,-0.48014689848255965,39.0,0.48754295532646047
11,80,8.479310617654948,-0.14999274279085417,-0.0432162376735713,-0.42985035695192475,41.0,0.4884020618556701
11,85,11.996591949678926,-0.09335087892114469,0.3117966743146361,-0.391857341959411,39.0,0.4884020618556701
11,90,13.218780857363017,-0.21259265992768062,0.43515696374219126,-0.47183978716877617,29.0,0.4888316151202749
11,95,5.73080159626713,-0.17614837218472545,-0.3206339643776389,-0.44739446923583215,31.0,0.49312714776632305
11,100,5.78299778278614,-0.08379781160413946,-0.3153655998592595,-0.38544954029111944,29.0,0.49398625429553267
11,105,5.845916564078503,-0.03217518854792356,-0.30901496206353407,-0.3508232240343102,25.0,0.49054982817869414
11,110,3.786301075255965,0.023761552779302475,-0.5168999798486055,-0.31330317602236335,23.0,0.49097938144329895
11,115,2.584894204294698,-0.031132970014471795,-0.6381626573203466,-0.3501241470325719,23.0,0.4832474226804124
11,120,2.2960695273554643,-0.044447068919800437,-0.6673148575383618,-0.35905469282967917,21.0,0.47766323024054985
11,125,1.422573618652398,-0.11322666157401462,-0.7554802036922381,-0.40518919329211867,19.0,0.4729381443298969
11,130,1.3949024282904658,-0.004614272008741316,-0.7582731647724701,-0.33233650336972875,19.0,0.4686426116838488
11,135,1.4850720659232244,-0.03672435057186463,-0.749171991847384,-0.35387461339848325,19.0,0.4647766323024055
11,140,1.8521876395058028,0.027647809160671333,-0.7121175863248168,-0.3106964362918041,19.0,0.46048109965635736
11,145,1.7604226555962166,-0.010915538438916683,-0.7213797837668243,-0.3365631317607747,23.0,0.4630584192439863
11,150,1.7403776173786176,0.01947351596967084,-0.7234030075913598,-0.3161794134140482,19.0,0.46005154639175255
11,155,2.274330815011892,0.07825307478369403,-0.6695090304928252,-0.27675252124094685,17.0,0.4579037800687285
11,160,2.5922745011793484,0.0684823861264463,-0.6374177351941288,-0.2833062942858433,17.0,0.45446735395189003
11,165,3.0407956395372473,-0.0007686139476940079,-0.5921467487743204,-0.32975699531000924,15.0,0.4518900343642612
11,170,3.5920077832777384,-0.12876412084170985,-0.5365107589855912,-0.41561107708218936,17.0,0.4497422680412371
11,175,3.3281911702849456,-0.12012239167786853,-0.5631387978509221,-0.40981456328034316,17.0,0.44673539518900346
11,180,2.6522598978858896,-0.023645603692939776,-0.6313631753363018,-0.3451019319874816,15.0,0.44372852233676974
11,185,2.7754517643839063,-0.05730237474420241,-0.6189289401613871,-0.3676774992409111,17.0,0.4475945017182131
11,190,5.747096238776369,0.0004747436230281288,-0.318989282607562,-0.32892300257745777,19.0,0.44587628865979384
11,195,5.254848672903441,0.030469908732235762,-0.3686737477621007,-0.30880348884961806,17.0,0.44630584192439865
11,200,4.419542305085262,0.05288677816308596,-0.4529844747265489,-0.2937671818112303,17.0,0.44501718213058417
12,15,3.281594030245631,0.5265955883587947,-0.5678420287881414,0.023977057136316482,221.0,0.5506872852233677
12,20,10.836683051501861,0.6624837626275926,0.19472254895716357,0.1151252131040561,121.0,0.5433848797250859
12,25,12.885948417875563,0.052348657959499834,0.401562888548159,-0.29412813054359643,101.0,0.5360824742268041
12,30,18.416752982932042,0.3174368352925352,0.9598085473190752,-0.11631796668812855,81.0,0.529639175257732
12,35,22.53622802022749,0.7826413108123134,1.3756032167808514,0.1957219169863078,71.0,0.5214776632302406
12,40,35.52826873932798,0.6258747977746439,2.6869405176566694,0.09056943659010042,59.0,0.5137457044673539
12,45,32.84979296500007,0.31885988859634495,2.416591519503929,-0.11536344150457956,55.0,0.5081615120274914
12,50,15.75889710371342,0.04976623569449523,0.6915407955372146,-0.29586031238099153,51.0,0.49785223367697595
12,55,7.137710152133129,0.08716553086309164,-0.17862920099077118,-0.27077441504331945,55.0,0.49097938144329895
12,60,7.360193949637081,0.09048309521945286,-0.15617304427025613,-0.26854913035601125,49.0,0.48711340206185566
12,65,11.98439690757531,0.0901832142893988,0.3105657811899929,-0.26875027805654816,45.0,0.4849656357388316
12,70,13.960912036090413,-0.1602205954788174,0.5100631557600033,-0.43671077668332436,39.0,0.4888316151202749
12,75,9.418876282009718,-0.2391350310521675,0.051617786397736065,-0.4896433097786451,39.0,0.48668384879725085
12,80,8.838914968682097,-0.12392788723032522,-0.006919969115401936,-0.4123671319936716,41.0,0.48754295532646047
12,85,11.196037186710393,-0.15558177399740136,0.23099356225764733,-0.43359924747064815,39.0,0.48754295532646047
12,90,12.291988752019954,-0.20708399392223664,0.3416122247615907,-0.4681448022965444,29.0,0.4888316151202749
12,95,6.747492555562479,-0.15764041601300327,-0.21801538372408968,-0.43498009922268255,29.0,0.49398625429553267
12,100,7.187581530724829,-0.05632246832256338,-0.1735954883964711,-0.36702021862150513,25.0,0.49269759450171824
12,105,4.537990912718386,-0.019665424343012328,-0.4410289951537545,-0.3424321926218681,25.0,0.49097938144329895
12,110,3.252178980416196,-0.009808186219284698,-0.5708110044003984,-0.33582036578154695,23.0,0.49183848797250856
12,115,2.786706583095982,-0.05332944872570822,-0.6177929474477835,-0.3650126251094382,21.0,0.4836769759450172
12,120,1.1912857523634117,-0.07037887750694871,-0.778824989385438,-0.3764486753917784,21.0,0.47680412371134023
12,125,0.8733965037618181,-0.12125386323765908,-0.8109107900884638,-0.4105735075134215,19.0,0.4729381443298969
12,130,1.04572514246681,-0.058229714404080424,-0.7935169890044834,-0.36829952025494306,19.0,0.468213058419244
12,135,1.8211832294669832,-0.03889806269531948,-0.7152469822568801,-0.35533264941025355,19.0,0.4647766323024055
12,140,1.9764966264503792,-0.04362740685288524,-0.6995705958297167,-0.3585048974827475,19.0,0.46176975945017185
12,145,1.8748892616726862,-0.047915388446835405,-0.7098262231293446,-0.3613810978380415,21.0,0.46262886597938147
12,150,1.6674501822850814,-0.0033839585146300255,-0.7307638578198199,-0.3315112600632093,19.0,0.45962199312714774
12,155,2.5906321900267217,0.037578878639616065,-0.6375835000589909,-0.304035086438043,17.0,0.4574742268041237
12,160,3.453415335123097,-0.004646685732235922,-0.5504994348844967,-0.33235824515219414,17.0,0.45446735395189003
12,165,3.0114842051456785,-0.06324291592673237,-0.5951052660766354,-0.3716621680846248,15.0,0.452319587628866
12,170,3.722922216226701,-0.1907770762870281,-0.5232970550832787,-0.4572067977206131,17.0,0.45017182130584193
12,175,3.246130194324497,-0.20023117670949564,-0.5714215319532718,-0.4635482164973286,17.0,0.44716494845360827
12,180,2.936113415443482,-0.042459093397347325,-0.60271273360771,-0.35772124123276416,15.0,0.44501718213058417
12,185,2.4397808821778537,-0.02259193103122259,-0.6528095104406624,-0.34439517203117254,17.0,0.44716494845360827
12,190,5.2876031015035085,0.1070924243853546,-0.36536771563667836,-0.25740828065750476,17.0,0.4475945017182131
12,195,4.235770586932706,0.02848674044672861,-0.4715332704138342,-0.3101337159512062,17.0,0.44630584192439865
12,200,3.7808683688715172,0.21803320651745772,-0.5174483240757105,-0.18299380149202937,17.0,0.44501718213058417
13,15,0.9508418057267631,0.5726706899029779,-0.8030939339501577,0.05488232585728259,249.0,0.5472508591065293
13,20,7.708497207429911,0.5163487091860881,-0.12101743909355633,0.01710387522742618,129.0,0.5438144329896907
13,25,6.875927990427712,0.21365221942130264,-0.20505189475923613,-0.18593238608396823,97.0,0.5309278350515464
13,30,11.935346536350217,0.284832077922214,0.3056149360687406,-0.13818788676080362,81.0,0.5330756013745704
13,35,25.52521617341692,0.6069059267112176,1.677293439425458,0.07784590396833546,61.0,0.5223367697594502
13,40,24.911504869956577,0.6122937193281899,1.6153491658816184,0.08145981198068553,55.0,0.5163230240549829
13,45,31.005548125665,0.28287831774604477,2.2304447006895214,-0.13949838812134707,53.0,0.5098797250859106
13,50,14.864887841409931,0.17593660391782917,0.6013049566621493,-0.21123045799366824,49.0,0.49742268041237114
13,55,8.976978691361753,0.11702738529886081,0.007015340460824637,-0.2507443205907045,49.0,0.4888316151202749
13,60,8.172747548679462,0.015516613356394648,-0.0741588429278407,-0.3188335397093256,47.0,0.4884020618556701
13,65,16.703790922652107,0.045237116716607684,0.786912611014952,-0.2988982577004743,43.0,0.4845360824742268
13,70,11.929941399603303,-0.28142735344702574,0.3050693745525932,-0.5180112470081146,39.0,0.4879725085910653
13,75,8.357435986160652,-0.2220795878126126,-0.05551751918618253,-0.4782032252469124,39.0,0.48711340206185566
13,80,10.907632774957923,-0.16581114453347523,0.20188378104274163,-0.4404606853116594,39.0,0.48582474226804123
13,85,12.686474662382459,-0.18250788688258712,0.38142922503990606,-0.45166016815098,39.0,0.48668384879725085
13,90,12.695676176881662,-0.20381746933249245,0.38235796975740177,-0.4659537529695478,29.0,0.4896907216494845
13,95,6.466315979738438,-0.19523779716627143,-0.24639563129124253,-0.4601988644300058,29.0,0.49269759450171824
13,100,7.089507961008016,-0.12909624201066694,-0.1834944359891021,-0.41583385019891705,25.0,0.49140893470790376
13,105,4.568642891498633,-0.026349540324156262,-0.43793517148207384,-0.34691562062606385,25.0,0.4901202749140893
13,110,3.2771495130618344,0.0540025978131593,-0.5682906312281667,-0.29301873623056063,23.0,0.4901202749140893
13,115,2.314902170749122,-0.050215688770426814,-0.6654140054482134,-0.3629240439685312,21.0,0.4832474226804124
13,120,1.2111263728680672,-0.17443658584645205,-0.7768223982373033,-0.4462462738981293,21.0,0.47594501718213056
13,125,0.710186619492017,-0.19497360020685472,-0.8273841997507323,-0.4600216520581957,19.0,0.4720790378006873
13,130,1.5851008377884872,-0.0653964132710062,-0.7390756980823197,-0.3731066448602397,19.0,0.4690721649484536
13,135,1.7833480986947552,-0.07366870799700609,-0.7190658294524708,-0.37865535735088707,19.0,0.4647766323024055
13,140,1.815323612951608,-0.10590968046814087,-0.715838416187205,-0.40028126558877086,19.0,0.46091065292096217
13,145,1.7084648376784433,-0.09372539360664112,-0.726624088813338,-0.3921085508902067,19.0,0.4630584192439863
13,150,1.6209673016114614,-0.05689498524646319,-0.7354555561139812,-0.3674042392484256,17.0,0.4574742268041237
13,155,3.6655692451721924,-0.0005032596538426803,-0.5290859139612576,-0.3295790066462214,17.0,0.45575601374570446
13,160,3.715278006177445,-0.08061285956797815,-0.5240686149936924,-0.3833132064526239,15.0,0.4536082474226804
13,165,2.43333995612484,-0.14426637949484222,-0.6534596182080343,-0.42600934975875737,15.0,0.45146048109965636
13,170,3.2110752070355204,-0.19020425409594122,-0.5749597684326404,-0.45682257233311396,15.0,0.4497422680412371
13,175,3.864562645462449,-0.18966950008742323,-0.5090007345756135,-0.45646388150490136,17.0,0.4475945017182131
13,180,3.0092574079497734,-0.11528223693139272,-0.5953300253956377,-0.40656798805690164,15.0,0.44501718213058417
13,185,1.8974251422566377,-0.033781816172020696,-0.7075515888777468,-0.35190088326441815,17.0,0.44630584192439865
13,190,4.874792464627917,0.16545755922672156,-0.40703430197499035,-0.218259366911148,15.0,0.4480240549828179
13,195,4.1943974424709145,0.10781003506993936,-0.4757092231190553,-0.2569269371487366,17.0,0.44587628865979384
13,200,3.811662918634865,0.20892845138267035,-0.5143401101590941,-0.18910089392696117,17.0,0.44415807560137455
14,15,2.202869704061007,0.193297410376301,-0.6767218789111766,-0.1995855484692206,349.0,0.5493986254295533
14,20,9.227773479066348,0.19827933040907353,0.03232903575264778,-0.196243882966616,131.0,0.5446735395189003
14,25,4.332984631880895,0.2455779077493745,-0.46172107800574225,-0.1645179573835842,107.0,0.5343642611683849
14,30,16.563419390071786,0.2320794894732423,0.7727443651917181,-0.17357213697626117,83.0,0.5304982817869416
14,35,29.95624587983245,0.5203908773673345,2.124534535796792,0.019815194132213998,61.0,0.5257731958762887
14,40,29.272839545815845,0.37048013444641437,2.0555556712113963,-0.08073871977913982,57.0,0.5163230240549829
14,45,18.801912792892193,0.29412562866978886,0.9986842279391674,-0.13195415805267885,55.0,0.5103092783505154
14,50,10.025686522685087,0.16076779421904375,0.11286550878065471,-0.22140506693009376,49.0,0.49699312714776633
14,55,9.077961908404303,0.28689352603483886,0.01720797009718744,-0.13680515279517347,47.0,0.49269759450171824
14,60,11.649102259089334,0.00345222977014914,0.27672318564630016,-0.326925828259752,47.0,0.48625429553264604
14,65,12.275121460675306,-0.10847622842684912,0.33990974331289436,-0.4020027995993485,41.0,0.48582474226804123
14,70,9.660592233308632,-0.2535426693029985,0.0760151193501295,-0.4993073564514324,37.0,0.4879725085910653
14,75,6.994939194305659,-0.27978625707013616,-0.19303963015496584,-0.5169104675670505,39.0,0.4879725085910653
14,80,10.75238137388436,-0.3514306680648286,0.18621365210436092,-0.564966569451558,37.0,0.4888316151202749
14,85,12.319651501476754,-0.23082621768734524,0.3444043338683729,-0.4840701020984419,39.0,0.48711340206185566
14,90,7.958253866675598,-0.19775217071245166,-0.09580852615276647,-0.4618854020068155,29.0,0.4888316151202749
14,95,6.926122702198829,-0.23054557407602483,-0.19998554688708037,-0.4838818579940992,31.0,0.49226804123711343
14,100,7.723258812218793,-0.10230904694579801,-0.11952749279497443,-0.3978661098355706,23.0,0.4892611683848797
14,105,4.485858696166887,0.0911541805767957,-0.4462909029340165,-0.2680989941087043,25.0,0.4892611683848797
14,110,3.4182810695653076,-0.06337121316375038,-0.5540456732284906,-0.3717482245544602,23.0,0.4892611683848797
14,115,1.5780408955621703,-0.11343007053377097,-0.7397882855644222,-0.4053256315928676,21.0,0.4832474226804124
14,120,1.237485777641166,-0.16366254660976431,-0.7741618407886931,-0.43901949486432157,21.0,0.47551546391752575
14,125,0.8932832717668435,-0.17122866959186078,-0.808903541093276,-0.44409453661356946,19.0,0.4725085910652921
14,130,1.657313279473457,-0.10934072172216902,-0.7317870149249768,-0.4025826658764463,19.0,0.4677835051546392
14,135,1.3695973519089337,-0.11198035918183724,-0.7608273047477112,-0.4043532252953712,19.0,0.4647766323024055
14,140,1.5111484672622488,-0.18309242696861938,-0.7465399990382637,-0.452052253416808,19.0,0.46219931271477666
14,145,1.6373519633955134,-0.11411148616025346,-0.7338017883476845,-0.4057826969566175,19.0,0.46134020618556704
14,150,2.758289035732923,-0.025984444296708764,-0.6206612412487564,-0.3466707293407695,17.0,0.4566151202749141
14,155,4.005296148934199,-0.0714890212045397,-0.4947959536196761,-0.37719331377873955,17.0,0.45532646048109965
14,160,3.423451035106708,-0.11279344967153682,-0.553523848458598,-0.404898612700639,15.0,0.4527491408934708
14,165,2.2115995001003155,-0.21612550721390122,-0.6758407465761653,-0.47420947472391006,15.0,0.45146048109965636
14,170,3.38316864548489,-0.17835215271135685,-0.5575897070270555,-0.44887267388639085,15.0,0.45017182130584193
14,175,3.8829493783611735,-0.11736314814188387,-0.50714488996947,-0.4079637770620117,15.0,0.4484536082474227
14,180,2.423236558017909,-0.08477559200061857,-0.6544793935527757,-0.3861053948609525,17.0,0.44587628865979384
14,185,1.9035725549329396,-0.030781819981360203,-0.7069311065593332,-0.34988861014234307,19.0,0.44716494845360827
14,190,4.819021251894071,0.2047222217418463,-0.4126635078214169,-0.1919222584599748,15.0,0.4488831615120275
14,195,4.563990337488805,0.21887614942636535,-0.43840477188968774,-0.18242839032106883,15.0,0.44673539518900346
14,200,3.603375521891115,0.22984641173701292,-0.5353633688262907,-0.17506999298091475,17.0,0.44501718213058417
15,20,6.725026623104116,0.3081821169301595,-0.22028295783877794,-0.12252564824151169,143.0,0.5446735395189003
15,25,6.023885418995499,0.37428316408445306,-0.29105187197686977,-0.07818780509901324,104.0,0.5279209621993127
15,30,18.979331333468295,0.17744861379717913,1.0165917726547833,-0.21021626442568975,79.0,0.5309278350515464
15,35,27.765344494893725,0.5055563930783933,1.9033983208843162,0.00986483682595729,59.0,0.5300687285223368
15,40,23.59671421011598,0.393475836187017,1.482642220731936,-0.06531415601471713,57.0,0.520618556701031
15,45,19.951782541201855,0.2769042610254937,1.1147450627770947,-0.1435055377990504,57.0,0.5133161512027491
15,50,8.548465225413729,0.19973992907124094,-0.03623619361103969,-0.1952641739125952,49.0,0.5047250859106529
15,55,10.53779708329805,0.13377099559333927,0.16455482340209948,-0.239513400675883,47.0,0.49183848797250856
15,60,16.15216402694161,-0.014152711433841558,0.7312347586935659,-0.3387344932543239,41.0,0.484106529209622
15,65,15.95571618710871,-0.15650817055038357,0.7114065126451503,-0.4342206358876576,39.0,0.4853951890034364
15,70,9.297685332346703,-0.15954532072026795,0.03938551155672254,-0.43625783035930066,37.0,0.4879725085910653
