model,arm,seed,fold,n_train,n_test,mae,r2,mdape_uf_m2,fit_seconds,predict_seconds,peak_memory_mb,flops_estimate,energy_joules,started_at,notes
ridge,regime_limited,1,0,4482,1405,0.08547647561048087,0.6469526013930582,13.42971692569916,0.03087519994005561,0.009060500073246658,0.020479999999906795,363285.0,,2026-08-09T16:59:34,subsampled to TabPFN's documented limit
random_forest,regime_limited,1,0,4482,1405,0.06445824607116551,0.7770788694886965,12.160946018329808,0.42562799993902445,0.052822900004684925,10.207231999999976,,,2026-08-09T16:59:34,subsampled to TabPFN's documented limit
lightgbm,regime_limited,1,0,4482,1405,0.06602208304002077,0.7750079437646588,11.700214535945024,0.5700643999734893,0.018632999970577657,0.020479999999906795,,,2026-08-09T16:59:34,subsampled to TabPFN's documented limit
catboost,regime_limited,1,0,4482,1405,0.06096317296304641,0.8044065557242904,10.806715611760056,40.17819890007377,0.008241000003181398,1.945600000000013,,,2026-08-09T16:59:35,subsampled to TabPFN's documented limit
mlp,regime_limited,1,0,4482,1405,0.06663257035296453,0.7616514149758327,13.141863768464187,0.9463493999792263,0.014711700030602515,0.03276800000003277,806760000.0,,2026-08-09T17:00:15,subsampled to TabPFN's documented limit
tabpfn,regime_limited,1,0,4482,1405,0.04802777892342755,0.8680127821501251,8.098678668320105,1.7309732999419793,231.5133174000075,524.832768,,,2026-08-09T17:00:16,subsampled to TabPFN's documented limit
ridge,regime_limited,1,1,4613,1274,0.08118374736592436,0.6923891108253155,14.492413267532426,0.035102699999697506,0.019368499983102083,0.020479999999906795,373896.0,,2026-08-09T17:04:09,subsampled to TabPFN's documented limit
random_forest,regime_limited,1,1,4613,1274,0.07636894764435759,0.6218851928144721,13.69178130593936,0.4905981000047177,0.1046457999618724,7.348224000000073,,,2026-08-09T17:04:09,subsampled to TabPFN's documented limit
lightgbm,regime_limited,1,1,4613,1274,0.06557629392254818,0.7714845027666789,11.058521573867843,0.4817872999701649,0.0146399000659585,0.020479999999906795,,,2026-08-09T17:04:10,subsampled to TabPFN's documented limit
catboost,regime_limited,1,1,4613,1274,0.05874850507155604,0.7720112911441017,10.11974819307195,37.94798250007443,0.010423199972137809,2.801663999999846,,,2026-08-09T17:04:10,subsampled to TabPFN's documented limit
mlp,regime_limited,1,1,4613,1274,0.0694240172722885,0.7543261116762949,12.236844467737699,0.8997275999281555,0.014029200072400272,0.04095999999981359,802662000.0,,2026-08-09T17:04:48,subsampled to TabPFN's documented limit
tabpfn,regime_limited,1,1,4613,1274,0.0689414566942835,0.7074480298871184,9.211740129706742,1.2477529000025243,251.96287180006038,631.754752,,,2026-08-09T17:04:49,subsampled to TabPFN's documented limit
ridge,regime_limited,1,2,4750,1137,0.09418807705382974,0.7563903774207862,16.48959855211282,0.03655269998125732,0.008659099927172065,0.02867200000014236,384993.0,,2026-08-09T17:09:03,subsampled to TabPFN's documented limit
random_forest,regime_limited,1,2,4750,1137,0.06907911395912307,0.8449387595578332,11.841113445326924,0.5002756000030786,0.06133929989300668,3.7232640000001993,,,2026-08-09T17:09:03,subsampled to TabPFN's documented limit
lightgbm,regime_limited,1,2,4750,1137,0.057539367077725286,0.9157350014132165,11.026546769524776,0.8942084000445902,0.026903999969363213,0.028671999999914988,,,2026-08-09T17:09:03,subsampled to TabPFN's documented limit
catboost,regime_limited,1,2,4750,1137,0.04863952174586811,0.927317698048371,7.82774185915266,36.75101609993726,0.004655000055208802,2.777088000000049,,,2026-08-09T17:09:04,subsampled to TabPFN's documented limit
mlp,regime_limited,1,2,4750,1137,0.08643593476194444,0.7973303474855953,19.617919616853804,0.8077432001009583,0.00983929994981736,0.040960000000040964,826500000.0,,2026-08-09T17:09:41,subsampled to TabPFN's documented limit
tabpfn,regime_limited,1,2,4750,1137,0.06586222919423758,0.8739221041159175,13.023979299220029,1.4289213999873027,241.8066194000421,339.910656,,,2026-08-09T17:09:42,subsampled to TabPFN's documented limit
ridge,regime_limited,1,3,4836,1051,0.1119643211768224,0.4158863643034739,19.11492598350212,0.03293330001179129,0.010544699965976179,0.028671999999914988,391959.0,,2026-08-09T17:13:45,subsampled to TabPFN's documented limit
random_forest,regime_limited,1,3,4836,1051,0.07184543872593563,0.6282163998706607,9.602675870139873,0.4909080999204889,0.06813830009195954,2.7115520000002107,,,2026-08-09T17:13:45,subsampled to TabPFN's documented limit
lightgbm,regime_limited,1,3,4836,1051,0.07658184319892775,0.608311754249206,11.383884746020568,0.5843653000192717,0.014090799959376454,0.02867200000014236,,,2026-08-09T17:13:46,subsampled to TabPFN's documented limit
catboost,regime_limited,1,3,4836,1051,0.06828482743173679,0.7179129489540799,9.18531772103049,38.55716339999344,0.0042996000265702605,2.7893759999999475,,,2026-08-09T17:13:46,subsampled to TabPFN's documented limit
mlp,regime_limited,1,3,4836,1051,0.10435722921321398,0.35351827873858277,13.204640824866706,0.7235204000025988,0.010866699973121285,0.040960000000040964,841464000.0,,2026-08-09T17:14:25,subsampled to TabPFN's documented limit
tabpfn,regime_limited,1,3,4836,1051,0.07511121501828331,0.6553331286639659,10.454557672306782,1.1747372000245377,274.67747740005143,341.19270400000005,,,2026-08-09T17:14:25,subsampled to TabPFN's documented limit
ridge,regime_limited,1,4,4867,1020,0.05749695478596766,0.7656528676164999,10.367286574851502,0.020725699956528842,0.008314500097185373,0.040960000000040964,394470.0,,2026-08-09T17:19:01,subsampled to TabPFN's documented limit
random_forest,regime_limited,1,4,4867,1020,0.05162317714869737,0.7634702039204356,6.9070037296745515,0.3608724999940023,0.0459757000207901,1.0199039999999968,,,2026-08-09T17:19:01,subsampled to TabPFN's documented limit
lightgbm,regime_limited,1,4,4867,1020,0.03938679310583933,0.8618086475073433,5.95566854398787,0.26736130006611347,0.009118300047703087,0.020479999999906795,,,2026-08-09T17:19:02,subsampled to TabPFN's documented limit
catboost,regime_limited,1,4,4867,1020,0.044451622602923783,0.8328712106556466,6.676434112196432,34.686902899993584,0.004341499996371567,2.8876799999998184,,,2026-08-09T17:19:02,subsampled to TabPFN's documented limit
mlp,regime_limited,1,4,4867,1020,0.047264693967634955,0.8143111509028464,6.8470559328503,0.7426241999492049,0.016596199944615364,0.028671999999914988,846858000.0,,2026-08-09T17:19:37,subsampled to TabPFN's documented limit
tabpfn,regime_limited,1,4,4867,1020,0.04055540257042139,0.8145461358156622,4.474431965197104,1.3358278999803588,214.8752986000618,433.97119999999995,,,2026-08-09T17:19:38,subsampled to TabPFN's documented limit
ridge,regime_limited,2,0,5412,673,0.09687491628663725,0.5027980770458607,15.669205079617857,0.023525900091044605,0.00667909998446703,0.9502719999998135,438615.0,,2026-08-09T17:23:14,subsampled to TabPFN's documented limit
random_forest,regime_limited,2,0,5412,673,0.1388372303669974,-0.14680191600807468,21.105018782478908,0.3108024999964982,0.04560539999511093,3.0965759999999136,,,2026-08-09T17:23:14,subsampled to TabPFN's documented limit
lightgbm,regime_limited,2,0,5412,673,0.1410297320246446,-0.25413147979792594,18.801827177993967,0.46213930007070303,0.009236499899998307,0.10239999999998872,,,2026-08-09T17:23:14,subsampled to TabPFN's documented limit
catboost,regime_limited,2,0,5412,673,0.1189030195437222,0.11948144680908357,17.109918784932855,22.785653200000525,0.0030231999699026346,1.9783680000000459,,,2026-08-09T17:23:15,subsampled to TabPFN's documented limit
mlp,regime_limited,2,0,5412,673,0.09306359551478972,0.5611009911166411,16.955041114173167,0.5108826999785379,0.0063044000416994095,0.040960000000040964,909216000.0,,2026-08-09T17:23:38,subsampled to TabPFN's documented limit
ridge,regime_limited,2,1,5067,1018,0.10073218585012791,0.6534206437777723,18.25774850374768,0.01837179996073246,0.007707400014624,0.02048000000013417,410670.0,,2026-08-09T17:23:38,subsampled to TabPFN's documented limit
random_forest,regime_limited,2,1,5067,1018,0.11975637904265363,0.43344347739897815,19.98839048417097,0.3091652999864891,0.0451937000034377,0.47104000000013,,,2026-08-09T17:23:38,subsampled to TabPFN's documented limit
lightgbm,regime_limited,2,1,5067,1018,0.10935384013146733,0.5136720813043304,15.752477311379229,0.19012899999506772,0.007334999972954392,0.020479999999906795,,,2026-08-09T17:23:39,subsampled to TabPFN's documented limit
catboost,regime_limited,2,1,5067,1018,0.09776917575008452,0.6666453799604095,15.417090731730386,25.07599120005034,0.006204299977980554,1.9619840000000295,,,2026-08-09T17:23:39,subsampled to TabPFN's documented limit
mlp,regime_limited,2,1,5067,1018,0.07871717909116317,0.7814436609074654,14.400870745343408,0.4761847999179736,0.006828400073572993,0.03686399999992318,881658000.0,,2026-08-09T17:24:04,subsampled to TabPFN's documented limit
ridge,regime_limited,2,2,4951,1134,0.0808947010559398,0.8193060034432987,15.165643256180244,0.016039100009948015,0.005593799985945225,0.020479999999906795,401274.0,,2026-08-09T17:24:04,subsampled to TabPFN's documented limit
random_forest,regime_limited,2,2,4951,1134,0.05785299196848693,0.9003781106656873,11.860653892646289,0.2583540000487119,0.04370019992347807,0.29491200000006756,,,2026-08-09T17:24:04,subsampled to TabPFN's documented limit
lightgbm,regime_limited,2,2,4951,1134,0.04816496704907774,0.9120894736884764,7.3935216793750484,0.4568699999945238,0.0062408000230789185,0.06553600000006554,,,2026-08-09T17:24:05,subsampled to TabPFN's documented limit
catboost,regime_limited,2,2,4951,1134,0.046705104071306056,0.9218484436729136,7.6287589248181025,19.083341499906965,0.0034984000958502293,1.8923520000000735,,,2026-08-09T17:24:05,subsampled to TabPFN's documented limit
mlp,regime_limited,2,2,4951,1134,0.09022902909226835,0.7222388884395474,14.101110233753115,0.4438551999628544,0.007577000069431961,0.06963199999995595,831768000.0,,2026-08-09T17:24:24,subsampled to TabPFN's documented limit
tabpfn,regime_limited,2,2,4951,1134,0.06755907511410435,0.8467564029332617,9.97003425645544,0.7250949000008404,142.48854890000075,351.54739199999995,,,2026-08-09T17:24:25,subsampled to TabPFN's documented limit
ridge,regime_limited,2,3,4151,1934,0.06307792083560508,0.702936926086055,14.10956924264116,0.025068099959753454,0.011518600047565997,1.417216000000053,336474.0,,2026-08-09T17:26:48,subsampled to TabPFN's documented limit
random_forest,regime_limited,2,3,4151,1934,0.043891180016712404,0.8079020925220879,3.6881688496732554,0.2797527000075206,0.04762740002479404,1.327103999999963,,,2026-08-09T17:26:48,subsampled to TabPFN's documented limit
lightgbm,regime_limited,2,3,4151,1934,0.05283936592240955,0.7735004843165301,10.87258791185361,0.1719054999994114,0.010255399974994361,0.020479999999906795,,,2026-08-09T17:26:48,subsampled to TabPFN's documented limit
catboost,regime_limited,2,3,4151,1934,0.05328068520585736,0.7742116416182439,9.111121914727839,21.413157299975865,0.004679800011217594,1.8923520000000735,,,2026-08-09T17:26:49,subsampled to TabPFN's documented limit
mlp,regime_limited,2,3,4151,1934,0.046246194593903285,0.8246889027631912,7.828160688580662,0.4387806999729946,0.0073621999472379684,0.08601599999997234,772086000.0,,2026-08-09T17:27:10,subsampled to TabPFN's documented limit
tabpfn,regime_limited,2,3,4151,1934,0.06294931421397866,0.6734001598238399,8.174955126543978,0.6872257000068203,155.47712850000244,534.1839359999999,,,2026-08-09T17:27:10,subsampled to TabPFN's documented limit
ridge,regime_limited,2,4,4759,1326,0.05735061433125487,0.7630163074265883,11.335100248523053,0.019682700047269464,0.006889199954457581,0.020479999999906795,385722.0,,2026-08-09T17:29:47,subsampled to TabPFN's documented limit
random_forest,regime_limited,2,4,4759,1326,0.06997081641541478,0.6789621832728097,14.583255542267398,0.4221778999781236,0.06387870002072304,0.44236799999998766,,,2026-08-09T17:29:47,subsampled to TabPFN's documented limit
lightgbm,regime_limited,2,4,4759,1326,0.08179886919968123,0.5929413334196667,16.30824193050081,0.36158449994400144,0.008669500006362796,0.03276800000003277,,,2026-08-09T17:29:47,subsampled to TabPFN's documented limit
catboost,regime_limited,2,4,4759,1326,0.04760903052734111,0.8158852317108496,7.10490113881085,26.360644300002605,0.021684200037270784,1.7653760000000602,,,2026-08-09T17:29:47,subsampled to TabPFN's documented limit
mlp,regime_limited,2,4,4759,1326,0.10602138088447904,0.27659363877213616,21.056916824623613,0.8261240000138059,0.00807289988733828,0.03686399999992318,770958000.0,,2026-08-09T17:30:14,subsampled to TabPFN's documented limit
tabpfn,regime_limited,2,4,4759,1326,0.06138536891130346,0.7537783710497092,13.480735562318232,1.6309133999748155,149.4083695000736,136.92928000000006,,,2026-08-09T17:30:15,subsampled to TabPFN's documented limit
ridge,regime_limited,3,0,4449,1580,0.0901146758914339,0.4519730880795356,20.787467298548552,0.020722800050862134,0.009608999942429364,0.02048000000013417,360612.0,,2026-08-09T17:32:46,subsampled to TabPFN's documented limit
random_forest,regime_limited,3,0,4449,1580,0.09570183289707868,0.267253514722092,14.834749824523932,0.2984051000094041,0.04793420003261417,0.45465599999988626,,,2026-08-09T17:32:46,subsampled to TabPFN's documented limit
lightgbm,regime_limited,3,0,4449,1580,0.08558326674223114,0.38236007980453757,12.647837030423142,0.1848651000764221,0.009881100035272539,0.036864000000150554,,,2026-08-09T17:32:46,subsampled to TabPFN's documented limit
catboost,regime_limited,3,0,4449,1580,0.07992873930117762,0.49136053421631243,11.841866070171692,21.415268899989314,0.0041868999833241105,2.854912000000013,,,2026-08-09T17:32:47,subsampled to TabPFN's documented limit
mlp,regime_limited,3,0,4449,1580,0.07463338690328608,0.57861226219466,14.239611264784216,0.443201299989596,0.0082676000893116,0.04505599999993137,774126000.0,,2026-08-09T17:33:08,subsampled to TabPFN's documented limit
tabpfn,regime_limited,3,0,4449,1580,0.09158410955182258,0.29750134811209905,12.733773960262603,0.7815124999033287,146.29729020001832,447.9672320000002,,,2026-08-09T17:33:08,subsampled to TabPFN's documented limit
ridge,regime_limited,3,1,4630,1399,0.1528241667347806,0.33783343574003966,26.136934126649543,0.01946530002169311,0.007249400019645691,0.020479999999906795,375273.0,,2026-08-09T17:35:36,subsampled to TabPFN's documented limit
random_forest,regime_limited,3,1,4630,1399,0.06785096225830152,0.8644205605875198,12.32028963955886,0.2804129000287503,0.04609269998036325,5.890047999999979,,,2026-08-09T17:35:36,subsampled to TabPFN's documented limit
lightgbm,regime_limited,3,1,4630,1399,0.07119102154301435,0.8440344190732227,11.33527580194516,0.23680000007152557,0.011559200007468462,0.06963199999995595,,,2026-08-09T17:35:36,subsampled to TabPFN's documented limit
catboost,regime_limited,3,1,4630,1399,0.13477570701793887,0.37359244048900686,13.476304787595891,22.474426200031303,0.004633200005628169,2.7115519999999833,,,2026-08-09T17:35:36,subsampled to TabPFN's documented limit
mlp,regime_limited,3,1,4630,1399,0.11148502802892014,0.5365673554337311,14.803131666415553,0.41947909991722554,0.00764660001732409,0.02867200000014236,750060000.0,,2026-08-09T17:35:59,subsampled to TabPFN's documented limit
tabpfn,regime_limited,3,1,4630,1399,0.11270268700155392,0.4157285948866474,8.446326684944152,0.6839528999989852,144.19242070009932,358.00678400000015,,,2026-08-09T17:35:59,subsampled to TabPFN's documented limit
ridge,regime_limited,3,2,4699,1330,0.09621182408736996,0.6087776651691507,12.613194759604369,0.023282899986952543,0.006754099973477423,0.024576000000024578,380862.0,,2026-08-09T17:38:24,subsampled to TabPFN's documented limit
random_forest,regime_limited,3,2,4699,1330,0.1117325637711395,0.6463213791500062,23.9687722518034,0.2972423000028357,0.044770400039851665,10.301439999999957,,,2026-08-09T17:38:24,subsampled to TabPFN's documented limit
lightgbm,regime_limited,3,2,4699,1330,0.0979292218203822,0.7044211238162166,17.69671565313323,0.13117890001740307,0.0080033999402076,0.02048000000013417,,,2026-08-09T17:38:24,subsampled to TabPFN's documented limit
catboost,regime_limited,3,2,4699,1330,0.08727885719310292,0.7554154079862128,15.548890078510125,21.292823900002986,0.0042736000614240766,1.8513920000000326,,,2026-08-09T17:38:24,subsampled to TabPFN's documented limit
mlp,regime_limited,3,2,4699,1330,0.08094771836876198,0.7327844079268704,9.84748765403667,0.4526823000051081,0.007981900009326637,0.04505600000015875,761238000.0,,2026-08-09T17:38:46,subsampled to TabPFN's documented limit
tabpfn,regime_limited,3,2,4699,1330,0.07562442189166513,0.7900986258598576,8.812815760395337,0.7471823000814766,148.55852540000342,374.95193599999993,,,2026-08-09T17:38:46,subsampled to TabPFN's documented limit
ridge,regime_limited,3,3,5582,447,0.10926266514992077,0.6174330651109459,21.183542316614986,0.021134300041012466,0.006819600006565452,2.1299200000000837,452385.0,,2026-08-09T17:41:16,subsampled to TabPFN's documented limit
random_forest,regime_limited,3,3,5582,447,0.07764474146414792,0.7167679126682346,12.047855852417959,0.3426988000283018,0.03486069990321994,1.5114239999998063,,,2026-08-09T17:41:16,subsampled to TabPFN's documented limit
lightgbm,regime_limited,3,3,5582,447,0.08578754202825414,0.7209715293188812,13.434208137206982,0.380655899993144,0.004244099953211844,1.0731519999999364,,,2026-08-09T17:41:16,subsampled to TabPFN's documented limit
catboost,regime_limited,3,3,5582,447,0.08111641393772842,0.7806658468482403,15.608894063184186,21.780833499971777,0.0024004000006243587,2.7566079999999147,,,2026-08-09T17:41:16,subsampled to TabPFN's documented limit
mlp,regime_limited,3,3,5582,447,0.0847689467027519,0.7083891905528192,14.648140205558576,0.5518470000242814,0.007374099921435118,0.09830399999987094,904284000.0,,2026-08-09T17:41:38,subsampled to TabPFN's documented limit
ridge,regime_limited,3,4,4756,1273,0.049577474305610776,0.7684830867640497,9.68335482574242,0.017902699997648597,0.006553799961693585,0.06553599999983817,385479.0,,2026-08-09T17:41:39,subsampled to TabPFN's documented limit
random_forest,regime_limited,3,4,4756,1273,0.06260866254321866,0.6783916110690544,12.915104613294098,0.2661913000047207,0.04303729999810457,1.916928000000098,,,2026-08-09T17:41:39,subsampled to TabPFN's documented limit
lightgbm,regime_limited,3,4,4756,1273,0.06288501081190367,0.6910107591264509,14.84070295672096,0.16972380003426224,0.008606099989265203,0.07782399999996414,,,2026-08-09T17:41:39,subsampled to TabPFN's documented limit
catboost,regime_limited,3,4,4756,1273,0.04294889993005762,0.7835941748569057,5.670630672375765,21.56615910003893,0.004489299957640469,2.8016640000000734,,,2026-08-09T17:41:39,subsampled to TabPFN's documented limit
mlp,regime_limited,3,4,4756,1273,0.08179936656220806,0.3795155048278879,12.817609217420415,0.4421925999922678,0.007159799919463694,0.03276800000003277,799008000.0,,2026-08-09T17:42:01,subsampled to TabPFN's documented limit
tabpfn,regime_limited,3,4,4756,1273,0.06717342611550166,0.6594070528334144,13.564381629644092,0.7465738001046702,146.29699599999003,405.712896,,,2026-08-09T17:42:01,subsampled to TabPFN's documented limit
ridge,regime_limited,4,0,4575,1369,0.0928917209605868,0.45340391725856877,15.442813154979781,0.01958389999344945,0.007159000029787421,0.028671999999914988,370818.0,,2026-08-09T17:44:29,subsampled to TabPFN's documented limit
random_forest,regime_limited,4,0,4575,1369,0.0521470802816321,0.7780727337451498,6.714065266076739,0.3462254999903962,0.04817760002333671,0.6717439999999897,,,2026-08-09T17:44:29,subsampled to TabPFN's documented limit
lightgbm,regime_limited,4,0,4575,1369,0.08425976460040377,0.6303756094900801,17.854076500072317,0.16214449994731694,0.008256000000983477,0.08601600000019971,,,2026-08-09T17:44:29,subsampled to TabPFN's documented limit
catboost,regime_limited,4,0,4575,1369,0.08849035657802186,0.5645402506327217,22.945213954174147,21.371950200060382,0.004648700007237494,1.9210239999999885,,,2026-08-09T17:44:29,subsampled to TabPFN's documented limit
mlp,regime_limited,4,0,4575,1369,0.11628184597897376,0.33446779536658666,24.194426415256725,0.6291950999293476,0.008105700020678341,0.03686399999992318,1043100000.0,,2026-08-09T17:44:51,subsampled to TabPFN's documented limit
tabpfn,regime_limited,4,0,4575,1369,0.0577177219627119,0.687998515764684,10.242439266254376,0.7551175999687985,143.9180231000064,529.6824320000001,,,2026-08-09T17:44:51,subsampled to TabPFN's documented limit
ridge,regime_limited,4,1,4706,1238,0.09080050680897117,0.5864842564217934,10.613774543363816,0.017922399914823472,0.007276999996975064,0.02048000000013417,381429.0,,2026-08-09T17:47:16,subsampled to TabPFN's documented limit
random_forest,regime_limited,4,1,4706,1238,0.12089074751835903,0.42543032731842034,15.906724210718611,0.24611870001535863,0.043679700000211596,0.8519679999999425,,,2026-08-09T17:47:16,subsampled to TabPFN's documented limit
lightgbm,regime_limited,4,1,4706,1238,0.11228646094535005,0.47874587301306837,13.237024950061393,0.12386190006509423,0.006757100112736225,0.020479999999906795,,,2026-08-09T17:47:16,subsampled to TabPFN's documented limit
catboost,regime_limited,4,1,4706,1238,0.10330011307851616,0.5216657579797628,15.1593969316455,21.7688847000245,0.0031302000861614943,1.9251200000001063,,,2026-08-09T17:47:16,subsampled to TabPFN's documented limit
mlp,regime_limited,4,1,4706,1238,0.1134222934940621,0.46954546165717426,15.356282841586957,0.43631419993471354,0.0076763000106438994,0.040960000000040964,734136000.0,,2026-08-09T17:47:38,subsampled to TabPFN's documented limit
tabpfn,regime_limited,4,1,4706,1238,0.12590615361098473,0.38187282110377163,17.427426257790003,0.7802815999602899,147.56498959998135,394.47347200000013,,,2026-08-09T17:47:39,subsampled to TabPFN's documented limit
ridge,regime_limited,4,2,4847,1097,0.11190698518272553,0.6083964133143751,12.110027522398688,0.021110499976202846,0.007135899970307946,1.9537920000000213,392850.0,,2026-08-09T17:50:07,subsampled to TabPFN's documented limit
random_forest,regime_limited,4,2,4847,1097,0.08195712688388977,0.8261014940700819,13.509763253626259,0.30914929998107255,0.051692600012756884,0.46694400000001224,,,2026-08-09T17:50:07,subsampled to TabPFN's documented limit
lightgbm,regime_limited,4,2,4847,1097,0.08938648309802447,0.8159020306526567,15.784056821623693,0.23341029998846352,0.010029900004155934,0.020479999999906795,,,2026-08-09T17:50:07,subsampled to TabPFN's documented limit
catboost,regime_limited,4,2,4847,1097,0.08026984304445471,0.8164260268051351,10.522059543548458,23.59697439998854,0.0038902999367564917,1.9046399999999721,,,2026-08-09T17:50:08,subsampled to TabPFN's documented limit
mlp,regime_limited,4,2,4847,1097,0.09162914809964937,0.7893067135015004,14.262991704606193,0.7600410999730229,0.008970499970018864,0.024576000000024578,930624000.0,,2026-08-09T17:50:31,subsampled to TabPFN's documented limit
tabpfn,regime_limited,4,2,4847,1097,0.0916427385942617,0.7171806783323609,10.134767779713822,0.9258097000420094,177.03344310005195,469.85216000000014,,,2026-08-09T17:50:32,subsampled to TabPFN's documented limit
ridge,regime_limited,4,3,4580,1364,0.07933736686181056,0.5671151650567051,6.989861382936688,0.026429999968968332,0.008068100083619356,0.02048000000013417,371223.0,,2026-08-09T17:53:30,subsampled to TabPFN's documented limit
random_forest,regime_limited,4,3,4580,1364,0.11506719948571116,0.10663018593824791,10.364744230189997,0.3220133000286296,0.047185500035993755,4.841472000000067,,,2026-08-09T17:53:30,subsampled to TabPFN's documented limit
lightgbm,regime_limited,4,3,4580,1364,0.11472053786668533,0.116793644182137,8.592024005786932,0.2902827999787405,0.00916090002283454,0.02048000000013417,,,2026-08-09T17:53:30,subsampled to TabPFN's documented limit
catboost,regime_limited,4,3,4580,1364,0.1129460775417096,0.16832231723519908,12.828398211240977,22.37138619995676,0.004135000053793192,2.7115519999999833,,,2026-08-09T17:53:31,subsampled to TabPFN's documented limit
mlp,regime_limited,4,3,4580,1364,0.11714933579990973,0.17454454155345733,13.132094890077708,0.5608815000159666,0.010712899966165423,0.028671999999914988,906840000.0,,2026-08-09T17:53:53,subsampled to TabPFN's documented limit
tabpfn,regime_limited,4,3,4580,1364,0.13066217630877816,0.009941338078188644,15.025792712973127,0.8156336999963969,172.8197283000918,548.4543999999999,,,2026-08-09T17:53:54,subsampled to TabPFN's documented limit
ridge,regime_limited,4,4,5068,876,0.10433262820490008,0.37712460977510165,18.034084712670815,0.019741300027817488,0.006951699964702129,0.7495679999999538,410751.0,,2026-08-09T17:56:47,subsampled to TabPFN's documented limit
random_forest,regime_limited,4,4,5068,876,0.08072453582390306,0.6562619127935426,15.997570101359972,0.4400199999799952,0.05007640004623681,7.303167999999914,,,2026-08-09T17:56:47,subsampled to TabPFN's documented limit
lightgbm,regime_limited,4,4,5068,876,0.08175735725392821,0.650707571034945,13.686648992163578,0.2736966999946162,0.010124400025233626,0.020479999999906795,,,2026-08-09T17:56:48,subsampled to TabPFN's documented limit
catboost,regime_limited,4,4,5068,876,0.06666633463447443,0.7187834271170794,10.319187232422141,23.697879699990153,0.004456900060176849,1.9415039999998953,,,2026-08-09T17:56:48,subsampled to TabPFN's documented limit
mlp,regime_limited,4,4,5068,876,0.09327903004851859,0.4729686074201386,17.95457676886138,0.6093670000554994,0.007196699967607856,0.03686399999992318,942648000.0,,2026-08-09T17:57:12,subsampled to TabPFN's documented limit
