model,arm,seed,fold,n_train,n_test,mae,r2,mdape_uf_m2,fit_seconds,predict_seconds,peak_memory_mb,flops_estimate,energy_joules,started_at,notes
random_forest,full,1,0,643696,162144,0.03855180917582576,0.9029613371977354,4.73560793320586,53.186334699974395,0.7845618999563158,2236.96896,,,2026-08-08T19:40:43,
lightgbm,full,1,0,643696,162144,0.04717193521601828,0.9009313725857283,7.713165487031051,1.2592418999411166,0.3169340000022203,83.49695999999994,,,2026-08-08T19:41:37,
catboost,full,1,0,643696,162144,0.04208299779330158,0.91716689639175,6.594970160035901,126.56445790000726,0.16489340004045516,672.157696,,,2026-08-08T19:41:39,
mlp,full,1,0,643696,162144,0.04888508830927764,0.8913685945934207,7.774003449435879,33.783251799992286,0.19236590003129095,327.34003199999995,59477510400.0,,2026-08-08T19:43:46,
ridge,full,1,1,643685,162155,0.07760282206733674,0.7349984480213437,13.847824026150187,1.107203199993819,0.13125019997823983,324.452352,64368833.333333336,,2026-08-08T19:44:59,
random_forest,full,1,1,643685,162155,0.03846706132987487,0.8983731826722969,4.651754472498334,54.9173314999789,0.6240688000107184,2234.59328,,,2026-08-08T19:45:00,
lightgbm,full,1,1,643685,162155,0.04796847899571739,0.8908719157014666,7.876999390652354,1.374462499981746,0.33709929999895394,82.33779199999998,,,2026-08-08T19:45:56,
catboost,full,1,1,643685,162155,0.042640831505102096,0.9071649688406336,6.7493474609497675,126.6071955000516,0.16813849995378405,656.6625279999998,,,2026-08-08T19:45:58,
mlp,full,1,1,643685,162155,0.04992543383089015,0.8823082039156271,8.034431080759333,33.38219809997827,0.18276260001584888,256.753664,59476494000.0,,2026-08-08T19:48:05,
ridge,full,1,2,644230,161610,0.07748161105831153,0.74875550749762,13.698778144085983,1.048407300026156,0.11211380001623183,335.06918399999995,64423333.333333336,,2026-08-08T19:49:17,
random_forest,full,1,2,644230,161610,0.04090312940014047,0.8879371446038005,4.96484865790904,76.3512663000729,1.0560455000959337,2252.8163839999997,,,2026-08-08T19:49:18,
lightgbm,full,1,2,644230,161610,0.04797126738909202,0.8889993214410177,7.785191881722745,2.1396185000194237,0.40898599999491125,86.41740800000002,,,2026-08-08T19:50:36,
catboost,full,1,2,644230,161610,0.04424060629186601,0.8977078370487311,6.590178310681163,168.45407019997947,0.21195400005672127,665.030656,,,2026-08-08T19:50:38,
mlp,full,1,2,644230,161610,0.04937274020131681,0.8848021120396058,7.897929610856082,39.72015339997597,0.17571980005595833,337.91590400000007,59526852000.0,,2026-08-08T19:53:27,
ridge,full,1,3,647685,158155,0.082930784148164,0.708705971167251,13.785970894349193,1.1984074000502005,0.12260820006486028,336.867328,64768833.333333336,,2026-08-08T19:54:52,
random_forest,full,1,3,647685,158155,0.040666377190412314,0.8829730201659793,4.8080819375759125,63.369451500009745,0.9571893999818712,2275.069952,,,2026-08-08T19:54:53,
lightgbm,full,1,3,647685,158155,0.05062195642069845,0.8740823819531762,7.444560363132665,2.2286668999586254,0.39990890002809465,88.154112,,,2026-08-08T19:55:58,
catboost,full,1,3,647685,158155,0.046343330298814545,0.8862238015151364,6.690755018074666,154.60596000007354,0.1740146999945864,674.164736,,,2026-08-08T19:56:01,
mlp,full,1,3,647685,158155,0.050356450194079944,0.8690899114664807,7.317734379797518,35.66076979995705,0.21255549998022616,339.70995200000004,59846094000.0,,2026-08-08T19:58:36,
ridge,full,1,4,644064,161776,0.07838314811484096,0.7367348194327148,13.16616629581878,1.1358687001047656,0.11410740006249398,334.987264,64406733.333333336,,2026-08-08T19:59:52,
random_forest,full,1,4,644064,161776,0.0380049527127213,0.9011721672521708,4.292029637465097,74.4546630999539,0.8823763000546023,2262.24128,,,2026-08-08T19:59:53,
lightgbm,full,1,4,644064,161776,0.04783341215517241,0.8944981906955489,7.867245715054691,2.5670107000041753,0.836635300074704,87.67487999999997,,,2026-08-08T20:01:08,
catboost,full,1,4,644064,161776,0.04334936496797989,0.9036787255166377,6.58134874771516,226.42468330007978,0.29829909990075976,677.6872960000001,,,2026-08-08T20:01:12,
mlp,full,1,4,644064,161776,0.0489047342695065,0.8892427378024762,7.925208240949153,39.8550596999703,0.16949820006266236,320.786432,59511513600.0,,2026-08-08T20:04:59,
ridge,full,2,0,644929,160911,0.07657503006341011,0.7461564263198373,13.278899211067943,1.1877340000355616,0.15867829998023808,333.508608,64493233.333333336,,2026-08-08T20:06:24,
random_forest,full,2,0,644929,160911,0.03834555301378236,0.9009601920647704,4.501000967071164,85.806147199939,0.7290493999607861,2233.1924480000002,,,2026-08-08T20:06:25,
lightgbm,full,2,0,644929,160911,0.046754970567551395,0.8967961439200773,7.438153250720807,2.3804695999715477,0.30621890001930296,92.13951999999995,,,2026-08-08T20:07:52,
catboost,full,2,0,644929,160911,0.0414902135222839,0.9133713375749817,6.358816908082724,168.07842839998193,0.17735419992823154,694.710272,,,2026-08-08T20:07:55,
mlp,full,2,0,644929,160911,0.04844376723506353,0.8906245358115918,7.814042536558681,43.2388673000969,0.2148625000845641,327.278592,59591439600.0,,2026-08-08T20:10:43,
ridge,full,2,1,648958,156882,0.08089199637524963,0.7168380141175187,13.656688665918532,1.256913899909705,0.11758459999691695,337.48172800000003,64896133.333333336,,2026-08-08T20:12:10,
random_forest,full,2,1,648958,156882,0.0420786947843968,0.8671426701297479,5.015633505666826,83.35230260004755,0.9708184999180958,2279.6656639999997,,,2026-08-08T20:12:11,
lightgbm,full,2,1,648958,156882,0.05128108510313851,0.8669993473220434,8.01780004267897,1.844114200095646,0.5090515000047162,88.91187200000002,,,2026-08-08T20:13:36,
catboost,full,2,1,648958,156882,0.04640850945678438,0.8797247299574013,6.969271443973326,168.49107660003938,0.34482400002889335,665.550848,,,2026-08-08T20:13:38,
mlp,full,2,1,648958,156882,0.051450391155069206,0.8664268100544736,7.929291151632703,39.364032799960114,0.1756042999913916,340.54963200000003,59963719200.0,,2026-08-08T20:16:27,
ridge,full,2,2,641984,163856,0.07819270942487958,0.7375023664543604,13.212628534334621,1.107933699968271,0.11362399999052286,333.86496000000005,64198733.333333336,,2026-08-08T20:17:52,
random_forest,full,2,2,641984,163856,0.038886394618754115,0.9027487432254461,4.721741697421389,70.09562519995961,0.7442462000763044,2238.947328,,,2026-08-08T20:17:53,
lightgbm,full,2,2,641984,163856,0.04773052009285251,0.8992467617826226,7.847968766997421,2.201823399984278,0.40992170001845807,86.851584,,,2026-08-08T20:19:04,
catboost,full,2,2,641984,163856,0.04313324673979707,0.9111863382721815,6.791928024366125,169.56972639996093,0.18903969996608794,664.2237440000001,,,2026-08-08T20:19:07,
mlp,full,2,2,641984,163856,0.049282014798330956,0.8950592559119747,8.179636659457353,40.33352069999091,0.2171414999756962,336.80998400000004,59319321600.0,,2026-08-08T20:21:57,
ridge,full,2,3,643999,161841,0.07796830255287614,0.7344972533325846,13.4347682472326,1.2060874999733642,0.14621989999432117,332.177408,64400233.333333336,,2026-08-08T20:23:20,
random_forest,full,2,3,643999,161841,0.038075407224952625,0.9011640873693696,4.417461386099734,71.41261330002453,0.930995500064455,2238.21824,,,2026-08-08T20:23:21,
lightgbm,full,2,3,643999,161841,0.04858168021864272,0.8844193069242017,7.835957462299044,2.156939300009981,0.6185616999864578,88.40396800000002,,,2026-08-08T20:24:34,
catboost,full,2,3,643999,161841,0.04303827056539343,0.9007876778481305,6.365454335210158,210.43835080007557,0.22125389997381717,713.244672,,,2026-08-08T20:24:37,
mlp,full,2,3,643999,161841,0.048308397237295866,0.8854849814122594,7.6241069865341435,40.114213299937546,0.20509489998221397,326.81574400000005,59505507600.0,,2026-08-08T20:28:08,
ridge,full,2,4,643490,162350,0.07863201959896897,0.7424695221036925,13.49039771880861,1.1767501999856904,0.11954900005366653,334.69644800000003,64349333.333333336,,2026-08-08T20:29:30,
random_forest,full,2,4,643490,162350,0.04013146712521706,0.8947883888421305,4.843402212673423,74.87496709998231,0.9372720000101253,2316.9720319999997,,,2026-08-08T20:29:31,
lightgbm,full,2,4,643490,162350,0.04679019196772936,0.8947303900360608,7.239258411930778,1.7145266000879928,0.4687121999450028,92.34022400000003,,,2026-08-08T20:30:47,
catboost,full,2,4,643490,162350,0.042829441567106975,0.9039677952245855,6.414088691390068,164.02817429997958,0.1824880000203848,649.1381759999999,,,2026-08-08T20:30:49,
mlp,full,2,4,643490,162350,0.04629677313510059,0.8995651174889243,6.995998756504074,37.48958310007583,0.18631929997354746,337.89952000000005,59458476000.0,,2026-08-08T20:33:34,
ridge,full,3,0,645075,160765,0.07842154365266467,0.7245474169974802,13.587756597755222,1.204020999954082,0.12959520006552339,342.57715199999996,64507833.333333336,,2026-08-08T20:34:54,
random_forest,full,3,0,645075,160765,0.03943150812695422,0.8895424602376046,4.6163683098268695,84.20406190003268,0.9072296000085771,2300.3750400000004,,,2026-08-08T20:34:55,
lightgbm,full,3,0,645075,160765,0.04886472395768849,0.8846219927791619,7.845263157495705,1.7187300000805408,0.45965350000187755,96.01433599999996,,,2026-08-08T20:36:20,
catboost,full,3,0,645075,160765,0.042826125730265174,0.904993930493039,6.746985601340552,167.6758474999806,0.19198560004588217,667.267072,,,2026-08-08T20:36:23,
mlp,full,3,0,645075,160765,0.04962482127999104,0.8777958727940902,7.999453728377573,37.49884859996382,0.1804009999614209,252.198912,59604930000.0,,2026-08-08T20:39:11,
ridge,full,3,1,642799,163041,0.07827238708517252,0.7338191634802316,13.158066493358028,1.2702187000541016,0.13179759995546192,334.278656,64280233.333333336,,2026-08-08T20:40:30,
random_forest,full,3,1,642799,163041,0.04054486801182676,0.8894323047577307,4.718990077644867,80.40534090006258,0.9415887999348342,2248.323072,,,2026-08-08T20:40:31,
lightgbm,full,3,1,642799,163041,0.04905960046429883,0.8842422373211068,7.613815433172712,2.9777144000399858,0.7458620000397786,89.919488,,,2026-08-08T20:41:53,
catboost,full,3,1,642799,163041,0.04446193910420722,0.8955581044204142,6.674426165964148,183.38009929994587,0.1793353999964893,676.798464,,,2026-08-08T20:41:57,
mlp,full,3,1,642799,163041,0.05191548809430455,0.8688090281765593,8.029808200037804,36.36748020001687,0.1784013999858871,337.07212799999996,59394627600.0,,2026-08-08T20:45:01,
ridge,full,3,2,643226,162614,0.08131666511377594,0.7355653743507906,13.658862292335947,1.4799269000068307,0.12061260000336915,341.68422400000003,64322933.333333336,,2026-08-08T20:46:17,
