month,mean_overlap,n_eval,mean_fare,coverage_frozen,gap_frozen,width_frozen,coverage_recal,width_recal,half_width_recal
2024-06,0.9874033333333335,50000,19.749454,0.89974,0.000260000000000038,3.386552935183706,0.90522,3.545376290841893,1.7734075109908112
2024-05,0.9798833333333333,50000,19.940552599999997,0.89596,0.0040400000000000436,3.3866578124796307,0.8976,3.4412547711365424,1.7212628910300865
2023-06,0.9765099999999999,50000,20.160174,0.89856,0.0014399999999999968,3.386582570932342,0.90814,3.639462061377652,1.8204417463972717
2020-04,0.8106066666666667,50000,10.4690922,0.25582,0.64418,3.381556490621257,0.89838,15.554606574499584,8.068411544657106
2019-06,0.9467800000000001,50000,13.535546400000001,0.1515,0.7485,3.385716835722149,0.89504,18.552974399499316,9.630457235374312
